Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint
Heroin,T40.1,2005,2005,Female,F,White,2106-3,55-59 years,55-59,5,1555388,0.32146319760728514,1,57.0
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,51738,9.664076694112644,1,22.0
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,39653,12.609386427256448,1,47.0
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,26975,18.535681186283597,1,57.0
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,47636,10.496263330254429,1,22.0
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,39128,12.778572888979758,1,32.0
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,26074,19.176190841451255,1,52.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,20-24 years,20-24,5,412369,1.2125062747199717,1,22.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,25-29 years,25-29,5,335394,1.4907839734759716,1,27.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,30-34 years,30-34,5,317979,1.5724308838005026,1,32.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,35-39 years,35-39,5,321815,1.553687677703028,1,37.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,40-44 years,40-44,5,345009,1.4492375561217243,1,42.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,45-49 years,45-49,25,341233,7.326372,1,47.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,55-59 years,55-59,5,230598,2.1682755271077805,1,57.0
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,156148,3.2020903245638754,1,62.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,15-19 years,15-19,5,1783995,0.28026984380561604,1,17.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,20-24 years,20-24,24,1656216,1.449086,1,22.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,25-29 years,25-29,27,1478866,1.825723,1,27.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,30-34 years,30-34,29,1501232,1.931747,1,32.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,35-39 years,35-39,22,1580972,1.391549,1,37.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,40-44 years,40-44,30,1757894,1.706588,1,42.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,45-49 years,45-49,36,1784648,2.017205,1,47.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,50-54 years,50-54,22,1655608,1.328817,1,52.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,55-59 years,55-59,5,1512059,0.3306749273672522,1,57.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,60-64 years ,60-64,5,1211245,0.4127984016445888,1,62.0
Heroin,T40.1,2005,2005,Male,M,White,2106-3,65-69 years,65-69,5,994345,0.5028435804474302,1,67.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,15-19 years,15-19,5,444640,1.12450521770421,1,17.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,20-24 years,20-24,5,378364,1.3214787876225011,1,22.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,25-29 years,25-29,5,341076,1.4659489380665893,1,27.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,30-34 years,30-34,5,315265,1.5859673607917149,1,32.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,35-39 years,35-39,5,334147,1.4963474159576475,1,37.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,40-44 years,40-44,5,363151,1.3768377341656777,1,42.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,45-49 years,45-49,5,369621,1.3527369927574462,1,47.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,50-54 years,50-54,5,332706,1.5028283229037047,1,52.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,55-59 years,55-59,5,277407,1.8024058513303556,1,57.0
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,195732,2.554513314123393,1,62.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,1-4 years,1-4,5,1225731,0.40791984538206183,1,2.5
Heroin,T40.1,2006,2006,Female,F,White,2106-3,20-24 years,20-24,5,1519870,0.32897550448393614,1,22.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,25-29 years,25-29,5,1450050,0.3448156960104824,1,27.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,30-34 years,30-34,5,1406002,0.3556182708132705,1,32.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,35-39 years,35-39,5,1535822,0.3255585608228037,1,37.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,40-44 years,40-44,5,1689276,0.29598478874973655,1,42.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,45-49 years,45-49,5,1785955,0.27996226108720546,1,47.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,50-54 years,50-54,5,1698429,0.2943896977736485,1,52.0
Heroin,T40.1,2006,2006,Female,F,White,2106-3,55-59 years,55-59,5,1618531,0.308922102820397,1,57.0
Heroin,T40.1,2006,2006,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,42903,11.654196676223108,1,27.0
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,20-24 years,20-24,5,404701,1.2354800210525796,1,22.0
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,25-29 years,25-29,5,339060,1.4746652509880258,1,27.0
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,30-34 years,30-34,5,307017,1.628574313474498,1,32.0
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,159616,3.1325180433039295,1,62.0
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,65-69 years,65-69,5,121643,4.110388596137879,1,67.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,15-19 years,15-19,5,1790384,0.27926969856745815,1,17.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,20-24 years,20-24,23,1634010,1.40758,1,22.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,25-29 years,25-29,29,1510335,1.920104,1,27.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,35-39 years,35-39,25,1584667,1.577619,1,37.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,40-44 years,40-44,30,1717515,1.74671,1,42.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,45-49 years,45-49,20,1796191,1.113467,1,47.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,50-54 years,50-54,24,1683587,1.425528,1,52.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,55-59 years,55-59,5,1575587,0.31734204458401855,1,57.0
Heroin,T40.1,2006,2006,Male,M,White,2106-3,60-64 years ,60-64,5,1235018,0.40485239891240454,1,62.0
Heroin,T40.1,2007,2007,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,44156,11.323489446507836,1,47.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,25-29 years,25-29,5,345701,1.4463365740914838,1,27.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,30-34 years,30-34,5,311291,1.606214121192068,1,32.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,35-39 years,35-39,5,331828,1.506804730161409,1,37.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,40-44 years,40-44,5,354931,1.408724512651755,1,42.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,45-49 years,45-49,5,367964,1.3588285810568426,1,47.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,50-54 years,50-54,5,344761,1.4502800490774768,1,52.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,55-59 years,55-59,5,287622,1.738392751597583,1,57.0
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,208878,2.3937418014343304,1,62.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,15-19 years,15-19,5,1684338,0.2968525319739862,1,17.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,20-24 years,20-24,5,1510039,0.33111727577896993,1,22.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,25-29 years,25-29,5,1471014,0.33990159169117357,1,27.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,30-34 years,30-34,5,1385743,0.3608172655391368,1,32.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,35-39 years,35-39,5,1537821,0.32513537011134586,1,37.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,40-44 years,40-44,5,1643650,0.30420101603139355,1,42.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,50-54 years,50-54,5,1736701,0.28790217774965293,1,52.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,55-59 years,55-59,5,1607258,0.3110888233251911,1,57.0
Heroin,T40.1,2007,2007,Female,F,White,2106-3,60-64 years ,60-64,5,1395235,0.35836256974631514,1,62.0
Heroin,T40.1,2007,2007,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42548,11.751433674908338,1,42.0
Heroin,T40.1,2007,2007,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,42108,11.874228175168614,1,47.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,20-24 years,20-24,5,403417,1.2394123202542282,1,22.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,25-29 years,25-29,5,346784,1.4418196917966226,1,27.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,30-34 years,30-34,5,305786,1.6351304507073574,1,32.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,50-54 years,50-54,20,310269,6.446019,1,52.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,55-59 years,55-59,5,251776,1.985892221657346,1,57.0
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,171967,2.9075345851238903,1,62.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,15-19 years,15-19,5,1799651,0.27783164624696677,1,17.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,25-29 years,25-29,31,1531151,2.024621,1,27.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,30-34 years,30-34,21,1444878,1.45341,1,32.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,35-39 years,35-39,21,1585810,1.324244,1,37.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,40-44 years,40-44,38,1674966,2.268703,1,42.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,45-49 years,45-49,35,1793655,1.951323,1,47.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,50-54 years,50-54,35,1721590,2.033004,1,52.0
Heroin,T40.1,2007,2007,Male,M,White,2106-3,60-64 years ,60-64,5,1325870,0.37711087814039085,1,62.0
Heroin,T40.1,2008,2008,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,50447,9.911392154141971,1,22.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,30-34 years,30-34,5,311361,1.6058530130620083,1,32.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,35-39 years,35-39,5,327050,1.5288182235132244,1,37.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,40-44 years,40-44,5,346444,1.4432346930528455,1,42.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,45-49 years,45-49,5,366853,1.3629437404082834,1,47.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,50-54 years,50-54,5,354094,1.4120544262258046,1,52.0
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,55-59 years,55-59,5,298176,1.6768619875509767,1,57.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,15-19 years,15-19,5,1686154,0.2965328196594143,1,17.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,20-24 years,20-24,5,1507631,0.33164613887615735,1,22.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,25-29 years,25-29,5,1481041,0.33760037703210105,1,27.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,35-39 years,35-39,5,1527892,0.327248261002741,1,37.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,40-44 years,40-44,5,1594734,0.3135319119050575,1,42.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,55-59 years,55-59,5,1624879,0.3077152206410447,1,57.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,60-64 years ,60-64,5,1438998,0.3474639992550372,1,62.0
Heroin,T40.1,2008,2008,Female,F,White,2106-3,75-79 years,75-79,5,808579,0.6183687679249646,1,77.0
Heroin,T40.1,2008,2008,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,46846,10.673269862955216,1,27.0
Heroin,T40.1,2008,2008,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,41741,11.978630123859036,1,37.0
Heroin,T40.1,2008,2008,Male,M,American Indian or Alaska Native,1002-5,65-69 years,65-69,5,16278,30.716304214276935,1,67.0
Heroin,T40.1,2008,2008,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,29806,16.77514594376971,1,52.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,15-19 years,15-19,5,472726,1.0576951553331104,1,17.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,20-24 years,20-24,5,404386,1.2364424089854742,1,22.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,25-29 years,25-29,5,352147,1.4198615918920225,1,27.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,35-39 years,35-39,5,313755,1.5936001019904065,1,37.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,40-44 years,40-44,5,324222,1.5421532160063167,1,42.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,55-59 years,55-59,5,261683,1.910708758306806,1,57.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,183461,2.7253748753140994,1,62.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,65-69 years,65-69,5,130702,3.825496166852841,1,67.0
Heroin,T40.1,2008,2008,Male,M,Black or African American,2054-5,75-79 years,75-79,5,66927,7.470826422818892,1,77.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,15-19 years,15-19,5,1800282,0.27773426607609253,1,17.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,20-24 years,20-24,34,1609441,2.112535,1,22.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,25-29 years,25-29,42,1543748,2.720651,1,27.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,30-34 years,30-34,31,1446292,2.143412,1,32.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,35-39 years,35-39,41,1572443,2.607408,1,37.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,40-44 years,40-44,35,1633640,2.142455,1,42.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,45-49 years,45-49,52,1784268,2.91436,1,47.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,50-54 years,50-54,27,1751562,1.541481,1,52.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,60-64 years ,60-64,5,1371614,0.36453404529262606,1,62.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,65-69 years,65-69,5,1094930,0.4566501968162348,1,67.0
Heroin,T40.1,2008,2008,Male,M,White,2106-3,70-74 years,70-74,5,840920,0.5945868810350569,1,72.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,20-24 years,20-24,5,390986,1.2788181674024133,1,22.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,25-29 years,25-29,5,348101,1.4363647332239782,1,27.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,30-34 years,30-34,5,316235,1.5811026609957786,1,32.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,35-39 years,35-39,5,321145,1.5569291130174845,1,37.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,40-44 years,40-44,5,334568,1.4944645034791133,1,42.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,45-49 years,45-49,5,364810,1.3705764644609524,1,47.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,50-54 years,50-54,5,358842,1.39337089861276,1,52.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,55-59 years,55-59,5,307740,1.6247481640345744,1,57.0
Heroin,T40.1,2009,2009,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,234356,2.1335062895765415,1,62.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,15-19 years,15-19,5,1675332,0.2984483075593375,1,17.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,30-34 years,30-34,5,1398626,0.35749371168561145,1,32.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,35-39 years,35-39,5,1503307,0.3326000610653712,1,37.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,50-54 years,50-54,5,1775216,0.2816558661030545,1,52.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,55-59 years,55-59,5,1649533,0.3031160940702611,1,57.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,60-64 years ,60-64,5,1488404,0.335930298494226,1,62.0
Heroin,T40.1,2009,2009,Female,F,White,2106-3,65-69 years,65-69,5,1221096,0.4094682154392448,1,67.0
Heroin,T40.1,2009,2009,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,43475,11.500862564692351,1,32.0
Heroin,T40.1,2009,2009,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,42612,11.733783910635502,1,37.0
Heroin,T40.1,2009,2009,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42459,11.77606632280553,1,42.0
Heroin,T40.1,2009,2009,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,44626,11.204230717518934,1,47.0
Heroin,T40.1,2009,2009,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,31924,15.662197719584013,1,57.0
Heroin,T40.1,2009,2009,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,30671,16.302044276352255,1,52.0
Heroin,T40.1,2009,2009,Male,M,Black or African American,2054-5,20-24 years,20-24,5,408884,1.222840707878029,1,22.0
Heroin,T40.1,2009,2009,Male,M,Black or African American,2054-5,25-29 years,25-29,5,353133,1.4158971265783713,1,27.0
Heroin,T40.1,2009,2009,Male,M,Black or African American,2054-5,30-34 years,30-34,5,315705,1.583756988327711,1,32.0
Heroin,T40.1,2009,2009,Male,M,Black or African American,2054-5,60-64 years ,60-64,5,196418,2.5455915445631256,1,62.0
Heroin,T40.1,2009,2009,Male,M,Black or African American,2054-5,65-69 years,65-69,5,135513,3.6896829086508305,1,67.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,20-24 years,20-24,30,1611972,1.861075,1,22.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,25-29 years,25-29,54,1546892,3.490871,1,27.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,30-34 years,30-34,48,1461417,3.284483,1,32.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,35-39 years,35-39,43,1545099,2.782993,1,37.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,40-44 years,40-44,48,1597283,3.005103,1,42.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,45-49 years,45-49,55,1778309,3.092826,1,47.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,50-54 years,50-54,43,1764554,2.436876,1,52.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,60-64 years ,60-64,5,1424009,0.3511213763396158,1,62.0
Heroin,T40.1,2009,2009,Male,M,White,2106-3,65-69 years,65-69,5,1130461,0.4422974344095019,1,67.0
Heroin,T40.1,2010,2010,Female,F,American Indian or Alaska Native,1002-5,30-34 years,30-34,5,44121,11.332472065456358,1,32.0
Heroin,T40.1,2010,2010,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,46602,10.729153255225098,1,47.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,20-24 years,20-24,5,399638,1.2511322747086113,1,22.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,25-29 years,25-29,5,344320,1.4521375464684014,1,27.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,30-34 years,30-34,5,322712,1.5493690969037408,1,32.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,40-44 years,40-44,5,328716,1.5210698596965162,1,42.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,45-49 years,45-49,5,360826,1.3857094555270408,1,47.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,50-54 years,50-54,5,363407,1.3758678286329102,1,52.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,55-59 years,55-59,5,314244,1.5911202759639007,1,57.0
Heroin,T40.1,2010,2010,Female,F,Black or African American,2054-5,60-64 years ,60-64,5,247361,2.0213372358617567,1,62.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,15-19 years,15-19,5,1660432,0.30112645383851916,1,17.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,35-39 years,35-39,5,1480186,0.33779538517456587,1,37.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,40-44 years,40-44,5,1537035,0.3253016359419271,1,42.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,45-49 years,45-49,5,1745355,0.28647467134193333,1,47.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,50-54 years,50-54,5,1787157,0.27977396501818247,1,52.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,55-59 years,55-59,5,1671517,0.29912947340649243,1,57.0
Heroin,T40.1,2010,2010,Female,F,White,2106-3,60-64 years ,60-64,5,1534466,0.3258462553096647,1,62.0
Heroin,T40.1,2010,2010,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,56530,8.84486113568017,1,22.0
Heroin,T40.1,2010,2010,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,40976,12.202264740335806,1,52.0
Heroin,T40.1,2010,2010,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,37755,13.243279035889287,1,42.0
Heroin,T40.1,2010,2010,Male,M,Black or African American,2054-5,20-24 years,20-24,5,414611,1.2059496733082333,1,22.0
Heroin,T40.1,2010,2010,Male,M,Black or African American,2054-5,25-29 years,25-29,5,350533,1.4263992263210596,1,27.0
