Census Region,Census Region Code,Year,Year Code,Gender,Gender Code,Single Race 6,Single Race 6 Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,age_midpoint
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,30-34 years,30-34,113,571947,19.8,32.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,35-39 years,35-39,130,587978,22.1,37.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,40-44 years,40-44,107,576622,18.6,42.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,45-49 years,45-49,136,630440,21.6,47.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,50-54 years,50-54,110,641434,17.1,52.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,55-59 years,55-59,117,712027,16.4,57.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,69,700989,9.8,62.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,65-69 years,65-69,35,634290,5.5,67.0
Census Region 3: South,CENS-R3,2019,2019,Female,F,White,2106-3,70-74 years,70-74,12,557599,Unreliable,72.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,20-24 years,20-24,13,169923,Unreliable,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,25-29 years,25-29,10,184283,Unreliable,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,30-34 years,30-34,28,154284,18.1,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,35-39 years,35-39,30,138883,21.6,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,40-44 years,40-44,22,125440,17.5,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,45-49 years,45-49,18,124856,Unreliable,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,50-54 years,50-54,12,126164,Unreliable,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,55-59 years,55-59,15,133202,Unreliable,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,Black or African American,2054-5,60-64 years ,60-64,12,123789,Unreliable,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,15-19 years,15-19,16,637407,Unreliable,17.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,20-24 years,20-24,104,595273,17.5,22.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,25-29 years,25-29,201,652815,30.8,27.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,30-34 years,30-34,256,596401,42.9,32.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,35-39 years,35-39,229,597077,38.4,37.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,40-44 years,40-44,212,585813,36.2,42.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,45-49 years,45-49,183,632614,28.9,47.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,50-54 years,50-54,159,640757,24.8,52.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,55-59 years,55-59,116,690348,16.8,57.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,94,660367,14.2,62.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,65-69 years,65-69,41,580316,7.1,67.0
Census Region 3: South,CENS-R3,2019,2019,Male,M,White,2106-3,70-74 years,70-74,14,499023,Unreliable,72.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,20-24 years,20-24,14,144983,Unreliable,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,25-29 years,25-29,12,154399,Unreliable,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,30-34 years,30-34,23,142276,16.2,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,35-39 years,35-39,17,132608,Unreliable,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,40-44 years,40-44,11,130358,Unreliable,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,50-54 years,50-54,13,135464,Unreliable,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,Black or African American,2054-5,60-64 years ,60-64,10,148614,Unreliable,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,15-19 years,15-19,18,589016,Unreliable,17.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,20-24 years,20-24,82,542693,15.1,22.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,25-29 years,25-29,126,595104,21.2,27.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,30-34 years,30-34,172,585283,29.4,32.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,35-39 years,35-39,173,583416,29.7,37.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,40-44 years,40-44,161,580261,27.7,42.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,45-49 years,45-49,162,615089,26.3,47.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,50-54 years,50-54,152,637738,23.8,52.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,55-59 years,55-59,139,704434,19.7,57.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,90,704418,12.8,62.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,65-69 years,65-69,37,646150,5.7,67.0
Census Region 3: South,CENS-R3,2020,2020,Female,F,White,2106-3,70-74 years,70-74,10,572579,Unreliable,72.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,10,16932,Unreliable,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,10,14974,Unreliable,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,20-24 years,20-24,27,168397,16.0,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,25-29 years,25-29,37,180631,20.5,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,30-34 years,30-34,59,158603,37.2,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,35-39 years,35-39,45,136951,32.9,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,40-44 years,40-44,51,127469,40.0,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,45-49 years,45-49,30,122302,24.5,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,50-54 years,50-54,25,122829,20.4,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,55-59 years,55-59,20,130652,15.3,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,60-64 years ,60-64,16,124260,Unreliable,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,Black or African American,2054-5,65-69 years,65-69,16,101475,Unreliable,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,15-19 years,15-19,22,633070,3.5,17.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,20-24 years,20-24,151,597941,25.3,22.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,25-29 years,25-29,287,643723,44.6,27.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,30-34 years,30-34,420,608849,69.0,32.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,35-39 years,35-39,425,591486,71.9,37.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,40-44 years,40-44,402,589196,68.2,42.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,45-49 years,45-49,303,616756,49.1,47.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,50-54 years,50-54,232,635416,36.5,52.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,55-59 years,55-59,228,682557,33.4,57.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,128,663916,19.3,62.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,65-69 years,65-69,56,590456,9.5,67.0
Census Region 3: South,CENS-R3,2020,2020,Male,M,White,2106-3,70-74 years,70-74,23,511864,4.5,72.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,20-24 years,20-24,17,141531,Unreliable,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,25-29 years,25-29,26,145008,17.9,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,30-34 years,30-34,38,144991,26.2,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,35-39 years,35-39,20,131416,15.2,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,40-44 years,40-44,32,132046,24.2,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,45-49 years,45-49,12,123768,Unreliable,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,Black or African American,2054-5,55-59 years,55-59,19,146254,Unreliable,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,15-19 years,15-19,29,595482,4.9,17.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,20-24 years,20-24,85,538960,15.8,22.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,25-29 years,25-29,168,569096,29.5,27.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,30-34 years,30-34,239,593182,40.3,32.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,35-39 years,35-39,264,578322,45.6,37.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,40-44 years,40-44,219,586156,37.4,42.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,45-49 years,45-49,196,589768,33.2,47.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,50-54 years,50-54,183,638706,28.7,52.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,55-59 years,55-59,164,685950,23.9,57.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,92,696985,13.2,62.0
Census Region 3: South,CENS-R3,2021,2021,Female,F,White,2106-3,65-69 years,65-69,44,642532,6.8,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,13,15995,Unreliable,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,12,13357,Unreliable,47.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,20-24 years,20-24,37,164839,22.4,22.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,25-29 years,25-29,65,168714,38.5,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,30-34 years,30-34,75,161621,46.4,32.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,35-39 years,35-39,73,138912,52.6,37.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,40-44 years,40-44,58,131708,44.0,42.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,45-49 years,45-49,44,121250,36.3,47.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,50-54 years,50-54,39,123314,31.6,52.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,55-59 years,55-59,35,130333,26.9,57.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,60-64 years ,60-64,26,124876,20.8,62.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,Black or African American,2054-5,65-69 years,65-69,13,103885,Unreliable,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,15-19 years,15-19,52,642259,8.1,17.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,20-24 years,20-24,179,590223,30.3,22.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,25-29 years,25-29,389,610683,63.7,27.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,30-34 years,30-34,526,613188,85.8,32.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,35-39 years,35-39,573,596414,96.1,37.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,40-44 years,40-44,481,603220,79.7,42.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,45-49 years,45-49,367,604148,60.7,47.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,50-54 years,50-54,338,651087,51.9,52.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,55-59 years,55-59,278,680102,40.9,57.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,60-64 years ,60-64,163,676232,24.1,62.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,65-69 years,65-69,70,601129,11.6,67.0
Census Region 3: South,CENS-R3,2021,2021,Male,M,White,2106-3,70-74 years,70-74,21,518804,4.0,72.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,25-29 years,25-29,16,232725,Unreliable,27.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,30-34 years,30-34,26,220502,11.8,32.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,35-39 years,35-39,26,220509,11.8,37.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,40-44 years,40-44,23,200548,11.5,42.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,45-49 years,45-49,26,203678,12.8,47.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,50-54 years,50-54,27,206134,13.1,52.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,55-59 years,55-59,28,233994,12.0,57.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,60-64 years ,60-64,30,231022,13.0,62.0
Census Region 4: West,CENS-R4,2018,2018,Female,F,White,2106-3,65-69 years,65-69,16,206566,Unreliable,67.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,15-19 years,15-19,10,249968,Unreliable,17.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,20-24 years,20-24,28,237404,11.8,22.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,25-29 years,25-29,51,262184,19.5,27.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,30-34 years,30-34,54,245676,22.0,32.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,35-39 years,35-39,54,240403,22.5,37.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,40-44 years,40-44,36,215206,16.7,42.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,45-49 years,45-49,45,212864,21.1,47.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,50-54 years,50-54,44,211235,20.8,52.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,55-59 years,55-59,42,229793,18.3,57.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,60-64 years ,60-64,34,222459,15.3,62.0
Census Region 4: West,CENS-R4,2018,2018,Male,M,White,2106-3,65-69 years,65-69,21,195994,10.7,67.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,20-24 years,20-24,15,207766,Unreliable,22.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,25-29 years,25-29,22,233547,9.4,27.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,30-34 years,30-34,26,223966,11.6,32.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,35-39 years,35-39,29,223239,13.0,37.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,40-44 years,40-44,22,203898,10.8,42.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,45-49 years,45-49,25,201362,12.4,47.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,50-54 years,50-54,27,201713,13.4,52.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,55-59 years,55-59,35,232609,15.0,57.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,60-64 years ,60-64,20,232214,8.6,62.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,65-69 years,65-69,20,211029,9.5,67.0
Census Region 4: West,CENS-R4,2019,2019,Female,F,White,2106-3,70-74 years,70-74,10,177245,Unreliable,72.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,15-19 years,15-19,10,250605,Unreliable,17.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,20-24 years,20-24,52,235420,22.1,22.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,25-29 years,25-29,72,263964,27.3,27.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,30-34 years,30-34,57,249122,22.9,32.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,35-39 years,35-39,55,244220,22.5,37.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,40-44 years,40-44,49,219952,22.3,42.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,45-49 years,45-49,49,210634,23.3,47.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,50-54 years,50-54,34,208356,16.3,52.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,55-59 years,55-59,56,227179,24.7,57.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,60-64 years ,60-64,43,224330,19.2,62.0
Census Region 4: West,CENS-R4,2019,2019,Male,M,White,2106-3,65-69 years,65-69,32,199049,16.1,67.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,15-19 years,15-19,13,235362,Unreliable,17.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,20-24 years,20-24,14,209115,Unreliable,22.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,25-29 years,25-29,31,232061,13.4,27.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,30-34 years,30-34,40,229213,17.5,32.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,35-39 years,35-39,45,224257,20.1,37.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,40-44 years,40-44,24,209076,11.5,42.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,45-49 years,45-49,34,199161,17.1,47.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,50-54 years,50-54,46,201148,22.9,52.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,55-59 years,55-59,48,227320,21.1,57.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,60-64 years ,60-64,29,234845,12.3,62.0
Census Region 4: West,CENS-R4,2020,2020,Female,F,White,2106-3,65-69 years,65-69,16,217060,Unreliable,67.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,10,19619,Unreliable,37.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,15-19 years,15-19,43,251540,17.1,17.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,20-24 years,20-24,99,236391,41.9,22.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,25-29 years,25-29,103,261428,39.4,27.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,30-34 years,30-34,106,253611,41.8,32.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,35-39 years,35-39,101,245120,41.2,37.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,40-44 years,40-44,72,226062,31.8,42.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,45-49 years,45-49,56,207730,27.0,47.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,50-54 years,50-54,65,207819,31.3,52.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,55-59 years,55-59,71,221856,32.0,57.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,60-64 years ,60-64,54,226376,23.9,62.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,65-69 years,65-69,28,204635,13.7,67.0
Census Region 4: West,CENS-R4,2020,2020,Male,M,White,2106-3,70-74 years,70-74,11,174952,Unreliable,72.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,15-19 years,15-19,11,243626,Unreliable,17.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,20-24 years,20-24,30,210104,14.3,22.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,25-29 years,25-29,39,226776,17.2,27.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,30-34 years,30-34,56,235147,23.8,32.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,35-39 years,35-39,56,227783,24.6,37.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,40-44 years,40-44,50,216245,23.1,42.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,45-49 years,45-49,42,197338,21.3,47.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,50-54 years,50-54,51,203841,25.0,52.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,55-59 years,55-59,39,220804,17.7,57.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,60-64 years ,60-64,45,234462,19.2,62.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,65-69 years,65-69,17,217859,Unreliable,67.0
Census Region 4: West,CENS-R4,2021,2021,Female,F,White,2106-3,70-74 years,70-74,14,188595,Unreliable,72.0
Census Region 4: West,CENS-R4,2021,2021,Male,M,American Indian or Alaska Native,1002-5,30-34 years,30-34,21,23196,90.5,32.0
Census Region 4: West,CENS-R4,2021,2021,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,17,20124,Unreliable,37.0
