Multiple Cause of death,Multiple Cause of death Code,Year,Year Code,Gender,Gender Code,Race,Race Code,Five-Year Age Groups,Five-Year Age Groups Code,Deaths,Population,Crude Rate,socioec quintile,age_midpoint,LifeYearsLostUnit,LifeYearsLostTotal
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,35-39 years,35-39,5,39591,12.6291328837362,1,37,41.4408819963671,207.204409981836
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,41975,11.9118522930316,1,42,36.9334609258006,184.667304629003
Heroin,T40.1,2004,2004,Male,M,American Indian or Alaska Native,1002-5,50-54 years,50-54,5,31889,15.6793878766973,1,52,28.1587713717446,140.793856858723
Heroin,T40.1,2004,2004,Male,M,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,31841,15.7030244024999,1,42,36.9334609258006,184.667304629003
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,20-24 years,20-24,5,413304,1.20976327352264,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,25-29 years,25-29,5,327242,1.52792123260462,1,27,50.5686570810089,252.843285405045
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,30-34 years,30-34,5,323923,1.54357671421912,1,32,45.9927274726265,229.963637363133
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,35-39 years,35-39,5,327439,1.52700197594056,1,37,41.4408819963671,207.204409981836
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,40-44 years,40-44,5,348864,1.43322326178683,1,42,36.9334609258006,184.667304629003
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,55-59 years,55-59,5,213041,2.34696607695232,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,60-64 years,60-64,5,151381,3.30292440927197,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,65-69 years,65-69,5,118254,4.22818678437939,1,67,16.6502815284512,83.251407642256
Heroin,T40.1,2004,2004,Male,M,Black or African American,2054-5,70-74 years,70-74,5,91481,5.46561581093342,1,72,13.2264780885543,66.1323904427715
Heroin,T40.1,2004,2004,Male,M,White,2106-3,15-19 years,15-19,5,1771286,0.28228078356629,1,17,59.906118084933,299.530590424665
Heroin,T40.1,2004,2004,Male,M,White,2106-3,25-29 years,25-29,20,1451900,1.377505,1,27,50.5686570810089,1011.37314162018
Heroin,T40.1,2004,2004,Male,M,White,2106-3,35-39 years,35-39,21,1595444,1.316248,1,37,41.4408819963671,870.258521923709
Heroin,T40.1,2004,2004,Male,M,White,2106-3,40-44 years,40-44,37,1781874,2.076466,1,42,36.9334609258006,1366.53805425462
Heroin,T40.1,2004,2004,Male,M,White,2106-3,45-49 years,45-49,30,1768006,1.696827,1,47,32.4736866990161,974.210600970482
Heroin,T40.1,2004,2004,Male,M,White,2106-3,50-54 years,50-54,22,1622185,1.356196,1,52,28.1587713717446,619.49297017838
Heroin,T40.1,2004,2004,Male,M,White,2106-3,55-59 years,55-59,5,1448025,0.345297905768202,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2004,2004,Male,M,White,2106-3,70-74 years,70-74,5,789313,0.63346226401947,1,72,13.2264780885543,66.1323904427715
Heroin,T40.1,2005,2005,Female,F,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,44440,11.2511251125113,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2005,2005,Female,F,Asian or Pacific Islander,A-PI,40-44 years,40-44,5,35828,13.9555654795132,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,20-24 years,20-24,5,390604,1.28006881649958,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,25-29 years,25-29,5,340979,1.46636596388634,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,30-34 years,30-34,5,332221,1.50502225927921,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,35-39 years,35-39,5,342721,1.45891264322875,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,40-44 years,40-44,5,376376,1.32845877526729,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,45-49 years,45-49,5,375279,1.33234207083263,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,50-54 years,50-54,5,330125,1.51457781143506,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2005,2005,Female,F,Black or African American,2054-5,55-59 years,55-59,5,265855,1.88072445506009,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2005,2005,Female,F,White,2106-3,15-19 years,15-19,5,1661958,0.300849961310695,1,17,64.8199054204098,324.099527102049
Heroin,T40.1,2005,2005,Female,F,White,2106-3,20-24 years,20-24,5,1547271,0.323149596935508,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2005,2005,Female,F,White,2106-3,25-29 years,25-29,5,1413839,0.353647055994353,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2005,2005,Female,F,White,2106-3,30-34 years,30-34,5,1448620,0.345156079579186,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2005,2005,Female,F,White,2106-3,35-39 years,35-39,5,1530719,0.326643884344547,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2005,2005,Female,F,White,2106-3,40-44 years,40-44,5,1734662,0.288240590962389,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2005,2005,Female,F,White,2106-3,45-49 years,45-49,5,1775229,0.281653803537459,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2005,2005,Female,F,White,2106-3,50-54 years,50-54,5,1669085,0.299565330705147,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2005,2005,Female,F,White,2106-3,55-59 years,55-59,5,1555388,0.321463197607285,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,51738,9.66407669411264,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,39653,12.6093864272564,1,47,32.4736866990161,162.36843349508
Heroin,T40.1,2005,2005,Male,M,American Indian or Alaska Native,1002-5,55-59 years,55-59,5,26975,18.5356811862836,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,20-24 years,20-24,5,47636,10.4962633302544,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,30-34 years,30-34,5,39128,12.7785728889798,1,32,45.9927274726265,229.963637363133
Heroin,T40.1,2005,2005,Male,M,Asian or Pacific Islander,A-PI,50-54 years,50-54,5,26074,19.1761908414513,1,52,28.1587713717446,140.793856858723
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,20-24 years,20-24,5,412369,1.21250627471997,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,25-29 years,25-29,5,335394,1.49078397347597,1,27,50.5686570810089,252.843285405045
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,30-34 years,30-34,5,317979,1.5724308838005,1,32,45.9927274726265,229.963637363133
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,35-39 years,35-39,5,321815,1.55368767770303,1,37,41.4408819963671,207.204409981836
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,40-44 years,40-44,5,345009,1.44923755612172,1,42,36.9334609258006,184.667304629003
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,45-49 years,45-49,25,341233,7.326372,1,47,32.4736866990161,811.842167475402
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,55-59 years,55-59,5,230598,2.16827552710778,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2005,2005,Male,M,Black or African American,2054-5,60-64 years,60-64,5,156148,3.20209032456388,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2005,2005,Male,M,White,2106-3,15-19 years,15-19,5,1783995,0.280269843805616,1,17,59.906118084933,299.530590424665
Heroin,T40.1,2005,2005,Male,M,White,2106-3,20-24 years,20-24,24,1656216,1.449086,1,22,55.1913987984765,1324.59357116344
Heroin,T40.1,2005,2005,Male,M,White,2106-3,25-29 years,25-29,27,1478866,1.825723,1,27,50.5686570810089,1365.35374118724
Heroin,T40.1,2005,2005,Male,M,White,2106-3,30-34 years,30-34,29,1501232,1.931747,1,32,45.9927274726265,1333.78909670617
Heroin,T40.1,2005,2005,Male,M,White,2106-3,35-39 years,35-39,22,1580972,1.391549,1,37,41.4408819963671,911.699403920076
Heroin,T40.1,2005,2005,Male,M,White,2106-3,40-44 years,40-44,30,1757894,1.706588,1,42,36.9334609258006,1108.00382777402
Heroin,T40.1,2005,2005,Male,M,White,2106-3,45-49 years,45-49,36,1784648,2.017205,1,47,32.4736866990161,1169.05272116458
Heroin,T40.1,2005,2005,Male,M,White,2106-3,50-54 years,50-54,22,1655608,1.328817,1,52,28.1587713717446,619.49297017838
Heroin,T40.1,2005,2005,Male,M,White,2106-3,55-59 years,55-59,5,1512059,0.330674927367252,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2005,2005,Male,M,White,2106-3,60-64 years,60-64,5,1211245,0.412798401644589,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2005,2005,Male,M,White,2106-3,65-69 years,65-69,5,994345,0.50284358044743,1,67,16.6502815284512,83.251407642256
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,15-19 years,15-19,5,444640,1.12450521770421,1,17,64.8199054204098,324.099527102049
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,20-24 years,20-24,5,378364,1.3214787876225,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,25-29 years,25-29,5,341076,1.46594893806659,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,30-34 years,30-34,5,315265,1.58596736079171,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,35-39 years,35-39,5,334147,1.49634741595765,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,40-44 years,40-44,5,363151,1.37683773416568,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,45-49 years,45-49,5,369621,1.35273699275745,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,50-54 years,50-54,5,332706,1.5028283229037,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,55-59 years,55-59,5,277407,1.80240585133036,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2006,2006,Female,F,Black or African American,2054-5,60-64 years,60-64,5,195732,2.55451331412339,1,62,23.0873624933524,115.436812466762
Heroin,T40.1,2006,2006,Female,F,White,2106-3,1-4 years,1-4,5,1225731,0.407919845382062,1,2.5,,
Heroin,T40.1,2006,2006,Female,F,White,2106-3,20-24 years,20-24,5,1519870,0.328975504483936,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2006,2006,Female,F,White,2106-3,25-29 years,25-29,5,1450050,0.344815696010482,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2006,2006,Female,F,White,2106-3,30-34 years,30-34,5,1406002,0.355618270813271,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2006,2006,Female,F,White,2106-3,35-39 years,35-39,5,1535822,0.325558560822804,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2006,2006,Female,F,White,2106-3,40-44 years,40-44,5,1689276,0.295984788749737,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2006,2006,Female,F,White,2106-3,45-49 years,45-49,5,1785955,0.279962261087205,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2006,2006,Female,F,White,2106-3,50-54 years,50-54,5,1698429,0.294389697773648,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2006,2006,Female,F,White,2106-3,55-59 years,55-59,5,1618531,0.308922102820397,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2006,2006,Male,M,American Indian or Alaska Native,1002-5,25-29 years,25-29,5,42903,11.6541966762231,1,27,50.5686570810089,252.843285405045
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,20-24 years,20-24,5,404701,1.23548002105258,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,25-29 years,25-29,5,339060,1.47466525098803,1,27,50.5686570810089,252.843285405045
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,30-34 years,30-34,5,307017,1.6285743134745,1,32,45.9927274726265,229.963637363133
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,60-64 years,60-64,5,159616,3.13251804330393,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2006,2006,Male,M,Black or African American,2054-5,65-69 years,65-69,5,121643,4.11038859613788,1,67,16.6502815284512,83.251407642256
Heroin,T40.1,2006,2006,Male,M,White,2106-3,15-19 years,15-19,5,1790384,0.279269698567458,1,17,59.906118084933,299.530590424665
Heroin,T40.1,2006,2006,Male,M,White,2106-3,20-24 years,20-24,23,1634010,1.40758,1,22,55.1913987984765,1269.40217236496
Heroin,T40.1,2006,2006,Male,M,White,2106-3,25-29 years,25-29,29,1510335,1.920104,1,27,50.5686570810089,1466.49105534926
Heroin,T40.1,2006,2006,Male,M,White,2106-3,35-39 years,35-39,25,1584667,1.577619,1,37,41.4408819963671,1036.02204990918
Heroin,T40.1,2006,2006,Male,M,White,2106-3,40-44 years,40-44,30,1717515,1.74671,1,42,36.9334609258006,1108.00382777402
Heroin,T40.1,2006,2006,Male,M,White,2106-3,45-49 years,45-49,20,1796191,1.113467,1,47,32.4736866990161,649.473733980322
Heroin,T40.1,2006,2006,Male,M,White,2106-3,50-54 years,50-54,24,1683587,1.425528,1,52,28.1587713717446,675.810512921869
Heroin,T40.1,2006,2006,Male,M,White,2106-3,55-59 years,55-59,5,1575587,0.317342044584019,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2006,2006,Male,M,White,2106-3,60-64 years,60-64,5,1235018,0.404852398912405,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2007,2007,Female,F,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,44156,11.3234894465078,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,25-29 years,25-29,5,345701,1.44633657409148,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,30-34 years,30-34,5,311291,1.60621412119207,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,35-39 years,35-39,5,331828,1.50680473016141,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,40-44 years,40-44,5,354931,1.40872451265176,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,45-49 years,45-49,5,367964,1.35882858105684,1,47,36.1899978913884,180.949989456942
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,50-54 years,50-54,5,344761,1.45028004907748,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,55-59 years,55-59,5,287622,1.73839275159758,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2007,2007,Female,F,Black or African American,2054-5,60-64 years,60-64,5,208878,2.39374180143433,1,62,23.0873624933524,115.436812466762
Heroin,T40.1,2007,2007,Female,F,White,2106-3,15-19 years,15-19,5,1684338,0.296852531973986,1,17,64.8199054204098,324.099527102049
Heroin,T40.1,2007,2007,Female,F,White,2106-3,20-24 years,20-24,5,1510039,0.33111727577897,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2007,2007,Female,F,White,2106-3,25-29 years,25-29,5,1471014,0.339901591691174,1,27,55.0931361669851,275.465680834925
Heroin,T40.1,2007,2007,Female,F,White,2106-3,30-34 years,30-34,5,1385743,0.360817265539137,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2007,2007,Female,F,White,2106-3,35-39 years,35-39,5,1537821,0.325135370111346,1,37,45.5381516293446,227.690758146723
Heroin,T40.1,2007,2007,Female,F,White,2106-3,40-44 years,40-44,5,1643650,0.304201016031394,1,42,40.8365263221732,204.182631610866
Heroin,T40.1,2007,2007,Female,F,White,2106-3,50-54 years,50-54,5,1736701,0.287902177749653,1,52,31.6580081521774,158.290040760887
Heroin,T40.1,2007,2007,Female,F,White,2106-3,55-59 years,55-59,5,1607258,0.311088823325191,1,57,27.2793120597075,136.396560298538
Heroin,T40.1,2007,2007,Female,F,White,2106-3,60-64 years,60-64,5,1395235,0.358362569746315,1,62,23.0873624933524,115.436812466762
Heroin,T40.1,2007,2007,Male,M,American Indian or Alaska Native,1002-5,40-44 years,40-44,5,42548,11.7514336749083,1,42,36.9334609258006,184.667304629003
Heroin,T40.1,2007,2007,Male,M,American Indian or Alaska Native,1002-5,45-49 years,45-49,5,42108,11.8742281751686,1,47,32.4736866990161,162.36843349508
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,20-24 years,20-24,5,403417,1.23941232025423,1,22,55.1913987984765,275.956993992383
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,25-29 years,25-29,5,346784,1.44181969179662,1,27,50.5686570810089,252.843285405045
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,30-34 years,30-34,5,305786,1.63513045070736,1,32,45.9927274726265,229.963637363133
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,50-54 years,50-54,20,310269,6.446019,1,52,28.1587713717446,563.175427434891
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,55-59 years,55-59,5,251776,1.98589222165735,1,57,24.069470321073,120.347351605365
Heroin,T40.1,2007,2007,Male,M,Black or African American,2054-5,60-64 years,60-64,5,171967,2.90753458512389,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2007,2007,Male,M,White,2106-3,15-19 years,15-19,5,1799651,0.277831646246967,1,17,59.906118084933,299.530590424665
Heroin,T40.1,2007,2007,Male,M,White,2106-3,25-29 years,25-29,31,1531151,2.024621,1,27,50.5686570810089,1567.62836951128
Heroin,T40.1,2007,2007,Male,M,White,2106-3,30-34 years,30-34,21,1444878,1.45341,1,32,45.9927274726265,965.847276925157
Heroin,T40.1,2007,2007,Male,M,White,2106-3,35-39 years,35-39,21,1585810,1.324244,1,37,41.4408819963671,870.258521923709
Heroin,T40.1,2007,2007,Male,M,White,2106-3,40-44 years,40-44,38,1674966,2.268703,1,42,36.9334609258006,1403.47151518042
Heroin,T40.1,2007,2007,Male,M,White,2106-3,45-49 years,45-49,35,1793655,1.951323,1,47,32.4736866990161,1136.57903446556
Heroin,T40.1,2007,2007,Male,M,White,2106-3,50-54 years,50-54,35,1721590,2.033004,1,52,28.1587713717446,985.556998011059
Heroin,T40.1,2007,2007,Male,M,White,2106-3,60-64 years,60-64,5,1325870,0.377110878140391,1,62,20.2400880199447,101.200440099724
Heroin,T40.1,2008,2008,Female,F,American Indian or Alaska Native,1002-5,20-24 years,20-24,5,50447,9.91139215414197,1,22,59.9352050495816,299.676025247908
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,30-34 years,30-34,5,311361,1.60585301306201,1,32,50.2919366531769,251.459683265884
Heroin,T40.1,2008,2008,Female,F,Black or African American,2054-5,35-39 years,35-39,5,327050,1.52881822351322,1,37,45.5381516293446,227.690758146723
